symbol,FullName,Exchange
AIQD,MicroSectors -3? Short Artificial Intelligence (AI) ETNs,NYSE Arca
AIQU,MicroSectors 3? Long Artificial Intelligence (AI) ETNs,NYSE Arca
AIR,AAR Corp. Common Stock,NYSE
AIRE,reAlpha Tech Corp. - Common Stock,NASDAQ
AIRG,"Airgain, Inc. - Common Stock",NASDAQ
AIRI,Air Industries Group Common Stock,NYSE American
AIRJ,AirJoule Technologies Corporation - Class A Common Stock,NASDAQ
AIRJW,AirJoule Technologies Corporation - Warrant,NASDAQ
AIRO,"AIRO Group Holdings, Inc. - Common Stock",NASDAQ
AIRR,First Trust RBA American Industrial Renaissance ETF,NASDAQ
AIRS,"AirSculpt Technologies, Inc. - Common Stock",NASDAQ
AIRT,"Air T, Inc. - Common Stock",NASDAQ
AIRTP,"Air T, Inc. - Trust Preferred Securities",NASDAQ
AIS,VistaShares Artificial Intelligence Supercycle ETF,NYSE Arca
AISP,"Airship AI Holdings, Inc - Class A Common Stock",NASDAQ
AISPW,"Airship AI Holdings, Inc - Warrants",NASDAQ
AIT,"Applied Industrial Technologies, Inc. Common Stock",NYSE
AIUP,FINQ FIRST U.S. Large Cap AI-Managed Equity ETF,NYSE Arca
AIV,Apartment Investment and Management Company Common Stock,NYSE
AIVC,Amplify Bloomberg AI Equal Weight ETF,NYSE Arca
AIVI,WisdomTree International AI Enhanced Value Fund,NYSE Arca
AIVL,WisdomTree U.S. AI Enhanced Value Fund,NYSE Arca
AIX,Defiance US 100 Tech AI Moat ETF,NASDAQ
AIXC,"AIxCrypto Holdings, Inc. - Common Stock",NASDAQ
AIXI,XIAO-I Corporation - American Depositary Shares,NASDAQ
AIYY,YieldMax AI Option Income Strategy ETF,NYSE Arca
AIZ,"Assurant, Inc. Common Stock",NYSE
AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",NYSE
AJAN,Innovator Equity Defined Protection ETF - 2 Yr to January 2028,Nasdaq
AJG,Arthur J. Gallagher & Co. Common Stock,NYSE
AJUL,Innovator Equity Defined Protection ETF - 2 Yr to July 2026,Nasdaq
AKA,a.k.a. Brands Holding Corp. Common Stock,NYSE
AKAF,The Frontier Economic Fund,NYSE
AKAL,T-REX 2X Long AKAM Daily Target ETF,Nasdaq
AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ
AKAN,Akanda Corp. - Common Shares,NASDAQ
AKBA,"Akebia Therapeutics, Inc. - Common Stock",NASDAQ
AKO.A,Embotelladora Andina S.A. Common Stock,NYSE
AKO.B,Embotelladora Andina S.A. Common Stock,NYSE
AKR,Acadia Realty Trust Common Stock,NYSE
AKRE,Akre Focus ETF,NYSE Arca
AKTS,"Aktis Oncology, Inc. - Common stock",NASDAQ
AKTX,Akari Therapeutics Plc - American Depositary Shares,NASDAQ
ALA,Corgi ALAB 2x Daily ETF,Nasdaq
ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ
ALAI,Alger AI Enablers & Adopters ETF,NYSE Arca
ALAR,Alarum Technologies Ltd. - American Depositary Shares,NASDAQ
ALB,Albemarle Corporation Common Stock,NYSE
ALB$A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,NYSE
ALBG,Leverage Shares 2X Long ALB Daily ETF,NASDAQ
ALC,Alcon Inc. Ordinary Shares,NYSE
ALCO,"Alico, Inc. - Common Stock",NASDAQ
ALDB,Aptus Laddered Deep Buffer ETF,Nasdaq
ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,NASDAQ
ALDFU,Aldel Financial II Inc. - Units,NASDAQ
ALDFW,Aldel Financial II Inc. - Warrants,NASDAQ
ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",NASDAQ
ALEC,"Alector, Inc. - Common Stock",NASDAQ
ALF,Centurion Acquisition Corp. - Class A Ordinary Shares,NASDAQ
ALFUU,Centurion Acquisition Corp. - Unit,NASDAQ
ALFUW,Centurion Acquisition Corp. - Warrant,NASDAQ
ALG,"Alamo Group, Inc. Common Stock",NYSE
ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ
ALGN,"Align Technology, Inc. - Common Stock",NASDAQ
ALGS,"Aligos Therapeutics, Inc. - Common stock",NASDAQ
ALGT,Allegiant Travel Company - Common Stock,NASDAQ
ALH,Alliance Laundry Holdings Inc. Common Stock,NYSE
ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ
ALIL,Argent Focused Small Cap ETF,NASDAQ
ALIS,Calisa Acquisition Corp - Ordinary shares,NASDAQ
ALISR,Calisa Acquisition Corp - Right,NASDAQ
ALISU,Calisa Acquisition Corp - Units,NASDAQ
ALIT,"Alight, Inc. Class A Common Stock",NYSE
ALK,"Alaska Air Group, Inc. Common Stock",NYSE
ALKS,Alkermes plc - Ordinary Shares,NASDAQ
ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ
ALL,Allstate Corporation (The) Common Stock,NYSE
ALL$B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,NYSE
ALL$H,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H",NYSE
ALL$I,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I",NYSE
ALL$J,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series J",NYSE
ALLE,Allegion plc Ordinary Shares,NYSE
ALLO,"Allogene Therapeutics, Inc. - Common Stock",NASDAQ
ALLR,"Allarity Therapeutics, Inc. - Common stock",NASDAQ
ALLT,Allot Ltd. - Ordinary Shares,NASDAQ
ALLW,State Street Bridgewater All Weather ETF,NASDAQ
ALLY,Ally Financial Inc. Common Stock,NYSE
ALM,Almonty Industries Inc. - Common Shares,NASDAQ
ALMR,"Alamar Biosciences, Inc. - Class A common stock",NASDAQ
ALMS,Alumis Inc. - Common Stock,NASDAQ
ALMU,"Aeluma, Inc. - Common Stock",NASDAQ
ALNT,Allient Inc. - Common Stock,NASDAQ
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",NASDAQ
ALOVU,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Units",NASDAQ
ALOVW,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Warrants",NASDAQ
ALOY,REalloys Inc. - Common Stock,NASDAQ
ALP,Alpha Compute Corp  - Ordinary Shares,NASDAQ
ALPS,ALPS Group Inc - Ordinary Share,NASDAQ
ALPX,Alpex Acquisition Corporation - Class A Ordinary Shares,NASDAQ
ALPXR,Alpex Acquisition Corporation - Rights,NASDAQ
ALPXU,Alpex Acquisition Corporation - Units,NASDAQ
ALPXW,Alpex Acquisition Corporation - Warrants,NASDAQ
ALRG,Allspring LT Large Core ETF,NYSE Arca
ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ
ALRS,Alerus Financial Corporation - Common Stock,NASDAQ
ALSN,"Allison Transmission Holdings, Inc. Common Stock",NYSE
ALT,"Altimmune, Inc. - Common Stock",NASDAQ
ALTG,Alta Equipment Group Inc. Class A Common Stock,NYSE
ALTG$A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),NYSE
ALTI,"AlTi Global, Inc. - Class A Common Stock",NASDAQ
ALTL,Pacer Lunt Large Cap Alternator ETF,NYSE Arca
ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ
ALTY,Global X Alternative Income ETF,NASDAQ
ALUB,Alussa Energy Acquisition Corp. II Class A Ordinary Shares,NYSE
ALUB.U,"Alussa Energy Acquisition Corp. II Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",NYSE
ALUB.W,"Alussa Energy Acquisition Corp. II Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
ALV,"Autoliv, Inc. Common Stock",NYSE
ALVO,Alvotech - Ordinary Shares,NASDAQ
ALVOW,Alvotech - Warrant,NASDAQ
ALX,"Alexander's, Inc. Common Stock",NYSE
ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ
ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ
AM,Antero Midstream Corporation Common Stock,NYSE
AMA,Defiance Daily Target 2X Long AMAT ETF,NASDAQ
AMAA,Corgi AMZN 2x Daily ETF,Nasdaq
AMACU,AMR Resources Acquisition Corp - Units,NASDAQ
AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ
AMAN,Amanat Acquisition Corp - Class A Ordinary Shares,NASDAQ
AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ
AMAU,Leverage Shares 2X Long AMAT Daily ETF,Nasdaq
AMAX,Adaptive Hedged Multi-Asset Income ETF,NYSE Arca
AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),NYSE American
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,NYSE
AMBQ,"Ambiq Micro, Inc. Common Stock",NYSE
AMBR,Amber International Holding Limited - American Depositary Shares,NASDAQ
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",NYSE
AMCI,AMC Robotics Corporation - Common Stock,NASDAQ
AMCR,Amcor plc Ordinary Shares,NYSE
AMCX,AMC Global Media Inc. - Class A Common Stock,NASDAQ
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ
AMDC,Corgi AMD 2x Daily ETF,Nasdaq
AMDD,Direxion Daily AMD Bear 1X ETF,NASDAQ
AMDG,Leverage Shares 2X Long AMD Daily ETF,NASDAQ
AMDL,GraniteShares 2x Long AMD Daily ETF,NASDAQ
AMDW,Roundhill AMD WeeklyPay ETF,Nasdaq
AMDY,Yieldmax AMD Option Income Strategy ETF,NYSE Arca
AME,"AMETEK, Inc.",NYSE
AMEI,Amana Equity Income ETF,NASDAQ
AMEM,Amana Developing World ETF,NASDAQ
AMG,"Affiliated Managers Group, Inc. Common Stock",NYSE
AMGN,Amgen Inc. - Common Stock,NASDAQ
AMGR,Amana Growth ETF,NASDAQ
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,NYSE
AMH$G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,NYSE
AMH$H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,NYSE
AMHI,American Beacon Aberdeen Municipal High Income ETF,NYSE Arca
AMID,Argent Mid Cap ETF,NASDAQ
AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ
AMJB,Alerian MLP Index ETN,NYSE Arca
AMKL,Defiance Daily Target 2X Long AMKR ETF,Nasdaq
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ
AMKX,Corgi AMKR 2x Daily ETF,Nasdaq
AMLP,Alerian MLP ETF,NYSE Arca
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ
AMMO,VistaShares Defense Supercycle ETF,NYSE Arca
AMN,AMN Healthcare Services Inc,NYSE
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ
AMODW,"Alpha Modus Holdings, Inc. - Warrant",NASDAQ
AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,NYSE Arca
AMP,"Ameriprise Financial, Inc. Common Stock",NYSE
AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ
AMPGZ,"Amplitech Group, Inc. - Series B Right",NASDAQ
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ
AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ
AMPU,Defiance Daily Target 2X Long AMPX ETF,Nasdaq
AMPX,"Amprius Technologies, Inc. Common Stock",NYSE
AMPX.W,"Amprius Technologies, Inc. Warrants to purchase one share of Common Stock at an exercise price of $11.50 per share",NYSE
AMPY,Amplify Energy Corp. Common Stock,NYSE
AMR,"Alpha Metallurgical Resources, Inc. Common Stock",NYSE
AMRC,"Ameresco, Inc. Class A Common Stock",NYSE
AMRN,Amarin Corporation plc - American Depositary Shares,NASDAQ
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ
AMRZ,Amrize Ltd Ordinary Shares,NYSE
AMS,American Shared Hospital Services Common Stock,NYSE American
AMSC,American Superconductor Corporation - Common Stock,NASDAQ
AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ
AMSS,AMASS Brands Inc. - Common Stock,NASDAQ
AMST,Amesite Inc. - Common Stock,NASDAQ
AMT,American Tower Corporation (REIT) Common Stock,NYSE
AMTB,Amerant Bancorp Inc. Class A Common Stock,NYSE
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares",NYSE
AMTM,"Amentum Holdings, Inc. Common Stock",NYSE
AMTX,"Aemetis, Inc - Common Stock",NASDAQ
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",NYSE Arca
AMUN,abrdn Ultra Short Municipal Income Active ETF,NASDAQ
AMUU,Direxion Daily AMD Bull 2X ETF,NASDAQ
AMWL,American Well Corporation Class A Common Stock,NYSE
AMX,"America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",NYSE
AMYY,GraniteShares YieldBOOST AMD ETF,NASDAQ
AMZA,InfraCap MLP ETF,NYSE Arca
AMZD,Direxion Daily AMZN Bear 1X ETF,NASDAQ
AMZE,"Amaze Holdings, Inc. Common Stock",NYSE American
AMZG,Leverage Shares 2X Long AMZN Daily ETF,Nasdaq
AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ
AMZO,Tradr 2X Short AMZN Daily ETF,Nasdaq
AMZP,Kurv Yield Premium Strategy Amazon (AMZN) ETF,Nasdaq
AMZU,Direxion Daily AMZN Bull 2X ETF,NASDAQ
AMZW,Roundhill AMZN WeeklyPay ETF,Nasdaq
AMZY,YieldMax AMZN Option Income Strategy ETF,NYSE Arca
AMZZ,GraniteShares 2x Long AMZN Daily ETF,NASDAQ
AN,"AutoNation, Inc. Common Stock",NYSE
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ
ANDE,"The Andersons, Inc. - Common Stock",NASDAQ
ANDG,Andersen Group Inc. Class A Common Stock,NYSE
ANEL,Defiance Daily Target 2x Long ANET ETF,NASDAQ
ANET,"Arista Networks, Inc. Common Stock",NYSE
ANEW,ProShares MSCI Transformational Changes ETF,NYSE Arca
ANF,Abercrombie & Fitch Company Common Stock,NYSE
ANG$D,"American National Group Inc. Depositary Shares, each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock, Series D",NYSE
ANGH,Anghami Inc. - Ordinary Shares,NASDAQ
ANGHW,Anghami Inc. - Warrants,NASDAQ
ANGI,Angi Inc. - Class A Common Stock,NASDAQ
ANGL,VanEck Fallen Angel High Yield Bond ETF,NASDAQ
ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ
ANGU,SEI Ang Research Enhanced U.S. Large Cap ETF,NASDAQ
ANGX,"Angel Studios, Inc. Class A Common Stock",NYSE
ANIK,Anika Therapeutics Inc. - Common Stock,NASDAQ
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ
ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ
ANL,Adlai Nortye Group Ltd. - American Depositary Shares,NASDAQ
ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ
ANNAW,"AleAnna, Inc. - Warrant",NASDAQ
ANNX,"Annexon, Inc. - common stock",NASDAQ
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ
ANRO,"Alto Neuroscience, Inc. Common Stock",NYSE
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ
ANTW,Anthropic AI Lab Ecosystem ETF,NYSE Arca
ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ
ANV,GraniteShares Autocallable NVDA ETF,NASDAQ
ANVS,"Annovis Bio, Inc. Common Stock",NYSE
ANY,Sphere 3D Corp. - Common Shares,NASDAQ
AOA,iShares Core 80/20 Aggressive Allocation ETF,NYSE Arca
AOCT,Innovator Equity Defined Protection ETF - 2 Yr to October 2026,Nasdaq
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,NYSE
AOHY,Angel Oak High Yield Opportunities ETF,NASDAQ
AOK,iShares Core 30/70 Conservative Allocation ETF,NYSE Arca
AOM,iShares Core 40/60 Moderate Allocation ETF,NYSE Arca
AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",NYSE
AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",NYSE
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",NYSE
AON,Aon plc Class A Ordinary Shares (Ireland),NYSE
AOR,iShares Core 60/40 Balanced Allocation ETF,NYSE Arca
AORT,"Artivion, Inc. Common Stock",NYSE
AOS,A.O. Smith Corporation Common Stock,NYSE
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ
AOTG,AOT Growth and Innovation ETF,NASDAQ
AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ
AP,Ampco-Pittsburgh Corporation Common Stock,NYSE
APA,APA Corporation - Common Stock,NASDAQ
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ
APACR,StoneBridge Acquisition II Corporation - Rights,NASDAQ
APACU,StoneBridge Acquisition II Corporation - Units,NASDAQ
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,NYSE
APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ
APCB,ActivePassive Core Bond ETF,NYSE Arca
APD,"Air Products and Chemicals, Inc. Common Stock",NYSE
APDB,Aptus April Deep Buffer ETF,Nasdaq
APEI,"American Public Education, Inc. - Common Stock",NASDAQ
APG,APi Group Corporation Common Stock,NYSE
APH,Amphenol Corporation Common Stock,NYSE
APHG,Leverage Shares 2X Long APH Daily ETF,Nasdaq
APHU,T-REX 2X Long APH Daily Target ETF,Nasdaq
API,"Agora, Inc. - ADS",NASDAQ
APIE,ActivePassive International Equity ETF,NYSE Arca
APLD,Applied Digital Corporation - Common Stock,NASDAQ
APLE,"Apple Hospitality REIT, Inc. Common Shares",NYSE
APLM,Apollomics Inc. - Class A Ordinary Shares,NASDAQ
APLMW,Apollomics Inc. - Warrant,NASDAQ
APLU,Allspring Core Plus ETF,NYSE Arca
APLX,Tradr 2X Long APLD Daily ETF,Nasdaq
APLY,YieldMax AAPL Option Income Strategy ETF,NYSE Arca
APLZ,Tradr 2X Short APLD Daily ETF,Nasdaq
APMC,AmperCap Acquisition Company - Ordinary Shares,NASDAQ
APMCR,AmperCap Acquisition Company - Right,NASDAQ
APMCU,AmperCap Acquisition Company - Unit,NASDAQ
APMD,"Apnimed, Inc. - Common Stock",NASDAQ
APMI,Corgi AMAT 2x Daily ETF,Nasdaq
APMU,ActivePassive Intermediate Municipal Bond ETF,NYSE Arca
APO,"Apollo Global Management, Inc. (New) Common Stock",NYSE
APOC,Innovator Equity Defined Protection ETF - 6mo Apr/Oct,Nasdaq
APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ
APOS,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",NYSE
APP,Applovin Corporation - Class A Common Stock,NASDAQ
APPC,Corgi APP 2x Daily ETF,Nasdaq
APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ
APPN,Appian Corporation - Class A Common Stock,NASDAQ
APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ
APPX,Tradr 2X Long APP Daily ETF,NASDAQ
APRB,Aptus April Buffer ETF,Nasdaq
APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ
APRH,Innovator Premium Income 20 Barrier ETF - April,Nasdaq
APRJ,Innovator Premium Income 30 Barrier ETF - April,Nasdaq
APRP,PGIM S&P 500 Buffer 12 ETF - April,Nasdaq
APRT,AllianzIM U.S. Large Cap Buffer10 Apr ETF,Nasdaq
APRW,AllianzIM U.S. Large Cap Buffer20 Apr ETF,Nasdaq
APRZ,TrueShares Structured Outcome (April) ETF,Nasdaq
APT,"Alpha Pro Tech, Ltd. Common Stock",NYSE American
APTV,Aptiv PLC Ordinary Shares,NYSE
APUE,ActivePassive U.S. Equity ETF,NYSE Arca
APUR,Aperture AC - Class A Ordinary Shares,NASDAQ
APURR,Aperture AC - Rights,NASDAQ
APUS,"Apimeds Pharmaceuticals US, Inc. Common Stock",NYSE American
APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",NASDAQ
APXM,FT Vest U.S. Equity Max Buffer ETF - April,Nasdaq
APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ
APXTU,Apex Treasury Corporation - Units,NASDAQ
APXTW,Apex Treasury Corporation - Warrants,NASDAQ
APYX,Apyx Medical Corporation - Common Stock,NASDAQ
AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ
AQEC,AQE Core ETF,Nasdaq
AQLG,HCM Large Cap Growth ETF,NASDAQ
AQLT,iShares MSCI Global Quality Factor ETF,Nasdaq
AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ
AQN,Algonquin Power & Utilities Corp. Common Shares,NYSE
AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",NYSE
AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ
AQWA,Global X Clean Water ETF,NASDAQ
AR,Antero Resources Corporation Common Stock,NYSE
ARAI,Arrive AI Inc. - Common Stock,NASDAQ
ARAY,Accuray Incorporated - Common Stock,NASDAQ
ARB,AltShares Merger Arbitrage ETF,NYSE Arca
ARBB,ARB IOT Group Limited - Ordinary Shares,NASDAQ
ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ
ARBEW,Arbe Robotics Ltd. - Warrant,NASDAQ
ARBK,Argo Blockchain plc - American Depositary Shares,NASDAQ
ARCB,ArcBest Corporation - Common Stock,NASDAQ
ARCC,Ares Capital Corporation - Closed End Fund,NASDAQ
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,NASDAQ
ARCIU,Archimedes Tech SPAC Partners III Co. - Unit,NASDAQ
ARCIW,Archimedes Tech SPAC Partners III Co. - Warrant,NASDAQ
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,NASDAQ
ARCLR,ARC Group Acquisition I Corp - Right,NASDAQ
ARCLU,ARC Group Acquisition I Corp - Unit,NASDAQ
ARCLW,ARC Group Acquisition I Corp - Warrants,NASDAQ
ARCM,Arrow Reserve Capital Management ETF,Nasdaq
ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE
ARCP,Aristotle Core Plus Income ETF,NYSE Arca
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ
ARCX,Tradr 2X Long ACHR Daily ETF,Nasdaq
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",NYSE
ARDT,"Ardent Health, Inc. Common Stock",NYSE
ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",NYSE
AREC,American Resources Corporation - Class A Common Stock,NASDAQ
ARES,Ares Management Corporation Class A Common Stock,NYSE
ARES$B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,NYSE
ARGT,Global X MSCI Argentina ETF,NYSE Arca
ARGX,argenx SE - American Depositary Shares,NASDAQ
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ
ARI,"Apollo Commercial Real Estate Finance, Inc",NYSE
ARIA,ARIA Opportunities ETF,NYSE Arca
ARIS,Aris Mining Corporation Common Shares,NYSE
ARKB,ARK 21Shares Bitcoin ETF,Nasdaq
ARKD,ARK DIET Q1 Buffer ETF,Nasdaq
ARKE,ARK DIET Q3 Buffer ETF,Nasdaq
ARKF,ARK Blockchain & Fintech Innovation ETF,Nasdaq
ARKG,ARK Genomic Revolution ETF,Nasdaq
ARKI,ARK DIET Q2 Buffer ETF,Nasdaq
ARKK,ARK Innovation ETF,Nasdaq
ARKO,ARKO Corp. - Common Stock,NASDAQ
ARKQ,ARK Autonomous Technology & Robotics ETF,Nasdaq
ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ
ARKT,ARK DIET Q4 Buffer ETF,Nasdaq
ARKW,ARK Next Generation Internet ETF,Nasdaq
ARKX,ARK Space & Defense Innovation ETF,Nasdaq
ARKY,ARK Active Autocallable Income ETF,Nasdaq
ARL,"American Realty Investors, Inc. Common Stock",NYSE
ARLI,AllianzIM International Equity Buffer15 Uncapped Apr ETF,Nasdaq
ARLO,"Arlo Technologies, Inc. Common Stock",NYSE
ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",NASDAQ
ARLU,AllianzIM U.S. Equity Buffer15 Uncapped Apr ETF,Nasdaq
